Year,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),PHOSPHATE CONSUMPTION (tons),POTASH CONSUMPTION (tons),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha)
1994,0,0,0,1024.5,290.3,18.08,51.83,102.29,15.38,522.44,591.33,,5878,5919,348,12142,25.37
1994,0,0,0,731.6,270.3,69.43,27.46,38.03,12.7,292.72,356.51,124.84,2633,1617,38,4282,15.67
1994,0,0,0,507,70.1,46.54,,48.11,18.56,257.77,363.59,143.88,8858,5378,156,14385,58.67
1994,0,0,0,866,86.7,4.41,50.53,80.59,45.01,376.41,456.9,125.88,6616,3964,231,10806,32.01
1994,0,0,0,704.9,299.4,25.68,44.91,19.44,17.96,241.33,277.33,116.69,2578,1876,74,,20.97
1994,0,0,0,632.8,,44.38,59.67,39.43,25.05,373.42,491.39,134.75,22333,8056,114,30500,
1994,0,,0,1041.2,447.6,55.6,71.02,0,27.98,378.24,494.39,132.04,3097,,28,4217,14.27
1994,0,0,0,746.4,135.1,,59.98,27.2,18.49,365.66,467.2,131.3,,7430,296,20128,57.19
1994,0,0,0,1387,550.1,39.97,97.37,39.28,70.96,471.53,567.12,122.89,2913,1445,28,4381,10.31
1994,0,0,0,523.9,110.4,55.42,38.12,23.49,6.71,254.13,282.23,113.35,9802,3436,,13442,57.31
1994,0,0,0,1018.3,328.8,39.82,59.16,54.09,24.85,402.36,487.82,123.85,5462,3831,105,9393,25.45
1994,,0,0,1100.2,153.6,100.55,63.84,59.54,10.98,625.32,706.57,114.4,4830,3673,70,8568,15.78
1994,0,0,0,206.5,26.3,15.37,13.59,8.94,9.72,128.32,136.2,109.24,2977,1403,98,4473,37.4
1994,0,0,0,1171.3,333.7,205.24,67.38,69.18,,424.2,479.11,114.54,22447,6581,264,29289,73.69
1994,0,0,0,438.3,1.01,29.42,35.16,28.19,8.55,309.2,332.78,108,14190,4080,257,18519,61.08
1994,0,0,0,354.88,24.99,5.46,31.55,33.19,5.59,261.46,527.86,205.69,,9932,1085,27339,
1994,173,184,1063,454.43,36.4,44.22,,34.2,3.35,324.33,,155.99,,9030,691,,107.72
1994,4,0,0,608.47,7.22,4.3,43.16,76.05,5.38,477.32,732.42,158.32,23398,,856,37743,81.73
1994,8,4,754,947.4,110.7,95.29,109.68,56.97,5.53,538.28,821.24,154.58,34000,13650,1419,49065,95.49
1994,281,302,1081,702.3,208.2,19.02,35.66,79.86,4.53,,501.35,142.25,13753,9413,613,23775,66.95
1994,643,1103,1721,821.54,123.72,69.29,47.63,56.03,5.22,507.05,685.51,136.67,24132,11697,948,36773,77.09
1994,131,115,851,678.7,129.9,61.97,56.51,41.61,5.73,,488.95,136.46,10813,2460,96,13367,40.98
1994,25,11,432,930.2,211.9,10.7,,88.36,,527.36,691.8,134.67,14807,9878,289,,50.44
1994,0,,0,850.7,337.4,7.46,40.18,29.78,6.78,424.95,448.5,106.34,5175,3277,83,8530,23.21
1994,0,0,0,732.2,107.55,12.37,36.03,38.98,3.71,524.22,559.2,107.49,5699,5072,,10915,24.85
1994,14,12,752,1009.8,397.1,26.4,49.46,30.54,29.75,423.29,525.07,126.4,7430,3407,233,11064,28.26
1994,14,8,424,613.7,16.5,34.4,40.49,,4.65,413.07,547.91,135.13,9691,4826,262,14773,40.02
1994,6,5,1004,618.8,7.6,49.22,46.28,66.65,6.59,438.26,619.73,145.48,15742,8891,397,25023,60.62
1994,79,97,1231,1003.3,363.5,40.75,34.16,45.79,18.24,449.67,573.61,131.4,,14538,345,34698,78.33
1994,0,0,0,936.7,354.8,70.6,90.2,66.8,13.7,290.8,307.6,107.45,9572,1740,908,12213,46.14
1994,0,0,0,1324.4,40.8,334.6,34.9,15.9,195.4,358.7,387.9,110.88,8981,2353,1640,12972,40.25
1994,10,31,3003,1565.4,338.9,184.9,20.8,27.8,32.2,887.8,974.7,112.8,52195,21500,7445,81139,
1994,,1310,1774,1441,553.6,59.2,21.7,49.5,18.6,735.6,803,,39707,12923,6802,59424,83.11
1994,2634,5877,2234,1166.9,160.7,84.9,17.9,42.6,6.3,853.1,1146.9,137.13,74742,26682,17659,,141.74
1994,17,46,2872,1705,167.4,136.7,17.4,46.7,82.2,,1361.7,121.53,68871,27325,12139,108327,96.63
1994,7,17,4674,1565,166,,121.1,74.8,30,968.8,1148.2,119.43,,18421,11120,81810,86.53
1994,49,168,3552,1062.2,146.1,121.7,32.9,82.4,47.1,580.6,676,120.07,36745,12882,9492,59115,105.52
1994,24,64,2863,864,51.5,47.6,50,19.6,50.3,594.8,657.1,114.53,44783,19862,15494,80136,139.41
1994,39,97,2693,1488.8,37.8,66.7,8.1,70.3,124.4,1061.9,1120,109.48,49479,23711,13861,87046,86.05
1994,6,4,1503,779.3,147.1,46.1,36.2,45,31.7,419,496.1,122.44,61966,21033,19938,102932,248.25
1994,2872,5196,1811,1100.2,,20.5,,34.8,50.4,848,1256.7,151.19,30133,11395,3829,,57.61
1994,621,658,1064,1120.9,26.5,28.1,46.8,40.7,44.7,826.6,935.6,115.22,19125,9372,3191,31686,42.42
1994,2458,2703,1102,1034.1,87.6,20.7,34.8,58.8,15.8,728.2,806.8,111.53,37113,16053,6688,59851,84.3
1994,,0,0,1419.9,3.4,22.4,29.2,38.8,104,1036,1381.8,136.8,23558,13344,5135,42037,41.73
1994,2437,2879,1183,,117.8,30.3,49.1,39.1,19,703.1,,122.91,31324,11535,3222,46073,67.81
1994,3255,4288,1322,1058,67.9,25.7,54.7,49.3,17.1,826.8,1045.8,128.67,32666,15412,2418,50488,65.21
1994,3416,4167,1224,1225.7,310.6,22.6,42.9,57,14.6,754.6,,131.66,29534,14464,5742,49731,67.25
1994,4219,4414,1052,,258.1,42.2,55.3,63,29.7,854.7,951.9,113.43,30452,10638,4554,45641,57.65
1994,1381,,2112,630.9,64.2,14.8,44.7,42.6,28.7,376.1,389.2,105.51,17156,5959,2284,25393,72.05
1994,524,,1722,990.4,187.4,,73.1,79.7,28.7,555.7,591,107.94,21000,11523,1149,33668,65.02
1994,0,0,0,929.9,268.3,19.6,88.8,136.7,11.5,373.6,460,125.85,,9209,,36586,102.72
1994,547,697,1283,2586.4,1502.7,43.1,136.1,126.7,,662.8,779.1,120.81,19450,7231,,29001,47.02
1994,0,0,0,651,30,25,56,28,15,458,718.9,160.78,27209,7031,4931,39165,87.89
1994,45,8,1711,888,214,38,,52,25,451,673.1,149.91,,1208,858,6882,19.29
1994,0,0,0,1116,149,22,143,39,21,680,1186.62,178.47,28192,,4116,36585,57.88
1994,8,3,2504,1096,535,14,50,20,8,455,694.34,154.61,5331,1136,748,7209,17.91
1994,68,13,1722,,673,5,64,11,11,481,,188.17,21745,1813,1253,24805,55.89
1994,141,28,1874,1164,498,30,38,14,13,539,870.75,163.11,,1718,806,7516,16.96
1994,0,0,0,833,256,31,37,37,9,306,424.42,142.54,2354,591,240,3181,11.52
1994,408,112,2734,2731,923,232,208,104,128,770,1182.02,154.32,8468,1594,1378,11437,18.87
1994,0,0,0,1044,470,19,41,31,6,444,563.47,128.86,5409,1394,763,,20.14
1994,0,0,0,995,331,32,71,30,31,449,752.41,171.18,19316,2233,3032,24578,56.23
1994,0,0,0,1756,690,72,69,62,30,692,977.91,145.5,29887,9163,6039,45086,68.43
1994,3,0,0,974,426,13,31,73,18,334,428.67,130.83,2647,898,596,4140,13.42
1994,0,0,0,358,23,7,47,0,0,283,492,178.73,62738,18386,255,81373,291.58
1994,29,90,3072,510,19,0,50,,0,445,830,188.1,99341,19954,1372,120664,
1994,0,0,0,164,3,3,27,0,0,137,260,197.23,36503,7739,1682,45916,347.23
1994,4,0,0,344,6,3,21,0,0,312,539,,73941,19599,4392,97926,318.86
1994,4,0,0,391,131,5,9,5,0,241,387,162.6,34689,,1487,44146,187.27
1994,21,226,13062,388.1,,0,52.1,,0,327.85,633.05,194.36,107034,27013,2156,136196,418.97
1994,1243,6649,5361,1012.76,22.14,4.74,58.24,7,0,898.84,1604.9,182.53,220057,61489,1721,,317.49
1994,1608,8091,5042,704.24,,4.26,59.76,0,0,624.16,1123.1,182.07,128448,32686,746,161873,262.76
1994,,1075,3352,515.12,11.08,3,54.12,0,0,450.92,885.96,197.47,106850,29395,581,136825,305.1
1994,8,5,292,459.78,18.77,6,52.78,0,0,385.23,732.99,191.74,114364,24034,1362,139756,
1994,78,16,1841,845.39,50.88,99.38,47.62,83.64,49.06,408.41,495.21,125.9,8157,4336,124,12612,32.1
1994,348,109,3054,769.53,48.39,98.53,45.04,25.04,17.28,510.26,736.37,147.2,20115,3768,599,24478,50.06
1994,845,85,1001,510.51,103.67,84.44,11.29,22.59,39.05,233.74,340.74,151.88,16672,,104,20688,91.04
1994,15,7,3331,2818.33,27.94,134.22,74.96,208.56,332.12,1636.29,1688.61,105.2,1973,2222,16,4205,4.57
1994,19,7,3332,810.97,48.65,97.32,47.41,28.92,24.39,536.11,672.18,128.29,25350,7603,679,33626,64.95
1994,1143,189,1654,1041.45,65.47,154.19,64.18,122.68,62.41,371.5,535.62,146.76,15306,6662,254,22220,60.97
1994,1986,61,2884,2737.85,77.01,39.52,235.82,52.98,173.08,1175.8,1246.29,108.92,28973,4759,112,33837,32.82
1994,0,0,0,584.04,142.78,57.73,36.95,26.12,21.58,,336.15,138.9,14139,4498,275,18907,77.32
1994,114,51,4204,1038.78,182.44,115.04,45.97,79.32,27.66,392.9,596.26,155.81,28371,13614,445,42424,113.08
1994,7,6,4004,1688.19,10.73,4.67,75.72,48.15,72.11,1396.31,1430.67,105.54,316,57,0,370,4.26
1994,9,5,3333,389.59,61.44,83.06,24.82,35.78,29.1,125.49,186.32,148.45,3079,854,,3934,34.58
1994,22207,7137,3213,2065.2,67.31,10.68,123.08,13.64,73.85,1601.98,2051.49,131.97,80496,16755,1056,98303,62.44
1994,15,6,3332,1447.62,93.39,80.64,98.05,109.12,72.44,890.19,1176.76,135.23,28671,9900,760,39325,47.22
1994,8,,2501,3842.65,26.94,364.52,93.61,108.59,68.55,374.24,381.5,104.14,0,0,0,0,0
1994,214,66,3084,1057.4,21.94,,38.42,49.11,109.69,648.67,828.12,131.6,9199,1406,245,10845,17.77
1994,48,10,1304,635.24,116.26,40.98,27.21,56.19,22.5,305.52,456.76,151.49,10375,5289,83,,54.21
1994,14,5,2732,593.68,41.34,19.66,23.77,44.54,20.25,,563.39,130.06,3523,723,32,4276,11.82
1994,304,97,3172,,8.74,147.55,76.03,126.6,260.72,1320.2,1367.81,105.61,12829,4217,752,17793,17.49
1994,0,0,0,1224.78,328.25,88.25,52.92,55.16,43.47,564.06,755.52,135.89,50874,17448,635,68951,124.67
1994,678,277,4092,,14.29,65.14,,74.8,78.4,1265.51,1352.3,111.04,12444,5014,322,17778,18.09
1994,1372,241,1742,1236.08,79.97,149.2,59.08,93.16,99.09,640.76,748.86,120.08,12854,5165,467,,29.93
1994,0,0,0,1006.62,241.43,107.95,52.88,59.8,,474.46,584,127.4,18944,7271,164,26375,57.82
1994,8,5,3331,776.95,62.05,19.73,34.01,45.35,,532.84,646.01,125.74,4103,1389,114,5600,14.57
1994,464,127,2734,519.95,154.79,80.27,26.61,37.58,34.05,161.81,208.34,131.86,7962,,61,9437,61.03
1994,12,,3334,722.11,27.07,32.26,44.29,59.97,20.98,470.37,526.66,112.99,7114,,260,10638,25.66
1994,8,5,2861,1922.56,411.27,475.49,181.83,151.71,79.63,,526.58,152.57,14771,3568,222,18558,57.11
1994,2184,632,2881,,544.75,111.38,125.63,26.87,31.48,886.4,1244.11,142.38,36158,16220,25608,77982,91.27
1994,1931,730,3761,1217.13,186.31,21.63,211.96,7.8,56.11,504.29,536.82,107.46,38794,13983,26049,78823,160.61
1994,388,117,3014,1084.13,,39.82,183.56,4.6,62.94,613.58,872.87,144.56,76393,32023,33786,142200,234.51
1994,2797,839,2993,1290.76,295.56,66.51,147.84,11.4,77.1,578.85,605.23,109.11,,18386,29498,93352,163.39
1994,267,31,1021,1263.08,63.54,14.46,263.83,7.05,206.07,532.99,538.59,102.87,21003,7248,8413,36664,72.17
1994,2218,1060,4783,1145.36,135.06,51.14,172.83,16.84,191.45,383.74,447,117.35,,9833,,47248,125.08
1994,5,2,10002,256.38,146.36,4.71,10.16,7.79,7.29,74.62,76.02,102.55,4971,1288,3270,9524,
1994,0,0,0,168.18,51.37,4.34,26.14,3.1,5.22,88.73,110.36,125.94,6542,3351,4522,,170.11
1994,0,0,0,26,0,6,,0,0,0,0,0,46240,16099,3665,65998,230.02
1994,192,444,23264,,,85,78,33,29,243,339,140.67,48840,12962,2465,64264,266.54
1994,161,393,24440,956,98,59,67,46,78,421,481,116.11,25887,,,35982,88.08
1994,443,801,18163,1849,315,7,67,31,217,674,707,107.77,31063,14762,4425,50247,77.88
1994,254,598,2383,1423,88,93,117,97,137,469,589,127.97,68507,27350,8556,104407,226.05
1994,733,2247,3075,,372,57,59,55,219,409,530,134.05,69489,22000,3901,,236.93
1994,562,1891,33698,1585,,93,126,44,28,467,507,111.84,47613,13970,3113,64693,143.42
1994,,155,35585,1192,255,91,78,50,147,357,477,137.08,60598,18044,5381,84019,240.66
1994,,2365,15346,1623,692,46,65,18,61,571,594,104.86,15353,3256,677,19280,35.82
1994,107,16,1254,591.51,106.3,,73.56,2.32,8.54,395.93,621.03,160.14,81140,11382,2442,94960,244.05
1994,106,20,1713,416.36,18.7,8.99,48.37,1.63,6.36,327.89,504.98,157.6,70753,11120,1337,83205,259.89
1994,9,16,1883,596.78,14.11,12.74,81.74,3.73,15.76,453.99,737.05,,92909,17042,2803,112750,253.44
1994,101,19,1844,496.42,11.75,14.3,53.28,5.44,12.01,393.35,658.53,169.11,,11941,1988,68151,176.03
1994,396,92,2303,,5.15,29.37,46.87,5.56,14.82,400.87,655.57,165.02,40590,,1365,55643,141.84
1994,186,33,1593,,,6.64,37.21,2.61,,313.97,443.61,144.79,27233,12256,1676,41159,134.78
1994,25,4,1251,487.12,46.26,15.99,42.28,,16.95,,474.07,136.94,38816,,1629,55963,165.15
1994,0,0,0,435.32,9.18,27.09,34.33,4.96,33.37,300.75,478.21,163.6,33065,9236,755,43054,146.58
1994,19,5,1251,447.27,3.47,11.93,42.07,3.01,30.09,313.61,515.17,169.54,39168,9389,836,49387,161
1994,0,0,0,408.49,2.31,12.61,50.14,4.38,11.09,330.09,495.8,155.74,64901,,1400,73826,229.39
1994,3,0,0,521.43,9.9,16.54,45.92,2.19,20.64,404.73,633.81,157,54295,6837,,62583,156
1994,0,0,0,597.88,12.92,17.08,52.37,4.89,,,783.98,161.73,108373,16658,,128412,266.94
1994,0,0,0,461.5,13.88,11.02,41.14,2.34,11.54,359.26,574.22,164,54388,8426,1606,64417,181.8
1994,0,0,0,357.9,80.59,10.2,35.81,2.26,3.49,222.78,376.65,171.47,50046,7382,3143,60564,279.56
1994,,0,0,240.84,7.61,7.49,27.42,3.01,4.99,193.77,336.53,177.02,35655,,2451,45687,239.98
1994,4,4,3334,487.69,48.92,12.75,53.52,4.57,8.34,341.37,450.28,136.09,58981,,901,67724,200.55
1994,0,0,0,429.04,6.6,24.19,41.77,5.89,,285.72,455.08,163.18,44953,7021,2782,54750,197.34
1994,0,0,0,436.88,42.37,26.91,39.59,5.14,20.17,292.28,454.68,155.72,27463,6475,465,34396,122.08
1994,0,0,0,422.93,9.19,16.43,,4.44,17.94,290.71,394.73,136.56,27255,3871,653,31775,
1994,0,0,0,730.47,17.52,,83.78,3.15,40.36,474.2,657.24,141.57,61876,15572,2916,80359,
1994,0,0,0,1009.91,109,50.38,72.27,7.04,42.81,542.2,632.58,120.52,,7585,53,21220,42.21
1994,0,0,0,457.21,26.7,17.66,35.86,4.12,9.51,333.96,357.45,110.05,11791,5696,73,,53.72
1994,0,0,0,783.81,79.78,40.92,46.44,2.42,34.87,523.43,601.29,119.15,9705,,129,13314,29.58
1994,4,0,0,511.19,80.4,11.11,62.32,3.27,21.08,318.96,480.72,152.99,55444,9976,4936,70352,227.36
1994,0,0,0,1172.06,516.01,42.42,86.27,,56.96,390.83,566.08,146.19,17389,7852,448,25686,69.23
1994,0,0,0,400.71,0,10.39,44.85,2.49,20.02,294.7,436.26,150.38,32159,6052,757,38962,137.01
1994,0,0,0,335.21,0,8.14,42.21,2.04,7.34,265.43,390.96,147.89,44243,9823,1965,56028,216.68
1994,0,0,0,301.27,0,15.94,37.09,4.62,7.52,222.68,345.87,158.57,32212,3781,1014,36999,168.9
1994,0,0,0,633.84,54.8,7.17,68.16,3.41,14.73,473.2,746.88,158.87,59050,16478,,79524,169.77
1994,0,0,0,547.67,3.88,16.67,77.36,1.56,11.4,420.23,646.07,156.15,61074,16256,4715,82041,196.69
1994,0,0,0,753.83,8.67,9.64,86.52,5.65,23.63,580.15,857.52,150.72,46718,11216,2064,59992,106.58
1994,0,0,0,599.73,4.66,12.83,75.39,4.43,23.65,436.79,704.04,165.33,46264,12090,1765,60114,141.93
1994,0,0,0,256.27,12.41,13.27,25.85,7.1,20.39,143.5,211,150.04,17406,2761,590,20751,150.67
1994,0,0,0,457.26,,,43.67,5.66,38.81,288.37,435.67,153.62,20945,3348,188,24480,86.77
1994,0,0,0,574.26,8.3,8.64,60.56,4.7,16.35,424.32,585.98,138.81,35163,,1414,42192,102.9
1994,0,0,0,600.78,11.43,19.42,49.27,9.26,32.16,411.1,616.56,152.1,22028,4106,362,26490,65.91
1994,0,0,0,,168.31,7.83,79.16,4.09,9,475.78,681.23,145.76,,7837,1758,61492,134.33
1994,0,,0,444.69,3.23,8.53,63.35,4.21,19.76,300.83,486.16,166.44,61372,18063,1505,80937,274.66
1994,0,0,0,739.16,72.44,9.35,78.13,4.74,28.3,483.93,694.23,147.64,32495,3673,739,36902,78.57
1994,0,0,0,689.7,102.68,10.69,75.55,3.7,12.03,456.1,706.83,157.65,20966,4371,825,26155,60.47
1994,0,0,0,443.18,3.79,18.48,52.09,5.4,28.78,284,444.51,157.66,27401,6546,973,34915,124.37
1994,0,0,0,365.42,4.45,13.85,45.22,4.81,19.66,222.27,332.21,153.74,26791,6142,873,33805,157.86
1994,,0,0,450.56,9.48,11.64,57.66,4.07,31.97,292.62,483.67,170.31,41971,6381,1862,50209,174.35
1994,0,,0,705.1,405.7,,35.66,2.29,9.16,200.35,345.24,175.68,52875,12275,5392,70538,357.82
1994,,0,0,730.7,395.97,34.49,21.08,,9.65,115.1,190.99,168.76,545,150,31,720,7.28
1994,0,0,0,638.2,333.35,28.65,16.41,78.52,14.96,85.01,149.44,177.5,,122,32,507,10.01
1994,0,0,0,842.38,524.04,164.19,20.9,25.6,4.6,50.98,74.57,153.25,188,76,25,285,6.86
1994,0,0,0,818.63,728.29,22.64,9.38,13.89,7.58,38.33,53.69,151.57,186,100,15,295,12.56
1994,0,0,0,576.54,,13.06,11.87,4.81,12.28,73.4,116.26,163.43,241,88,19,342,5.76
1994,0,0,0,760.66,455.27,36.32,20.53,45.4,21.88,90.93,142.26,,319,89,6,411,7.59
1994,0,0,0,310.38,214.69,4.67,18.25,3.08,7.86,55.16,87.19,162.41,2682,1066,166,3905,75.85
1994,0,0,0,,3.2,,81.62,2.15,4.16,302.3,1,2,31748,11541,8466,51751,173.32
1994,0,0,0,533.4,3,1.72,109.78,3.36,3.95,409.7,2,2,32320,11818,9251,53386,134.93
1994,0,0,0,701.5,32.8,,167.42,1.05,4.63,476.9,1,0,,19954,,84975,
1994,0,0,0,456.1,19,5.27,96.11,3.62,7.5,313,0,3,32761,12269,6838,51864,168.29
1994,0,,0,690.1,149.5,4.88,118.18,3.47,8.99,380.2,2,3,,10917,6343,37282,99.31
1994,0,0,0,313.2,4.6,4.84,77.48,2.04,4.29,231,2,,47007,17516,10349,74868,327.93
1994,0,0,0,138,0,3.14,47.85,0,4.09,81.5,3,0,23066,9613,7628,40298,516.32
1994,0,0,0,622.1,178,10.01,104.56,2.23,3.45,324.5,,1,,5598,4484,25970,81.77
1994,0,0,0,328.5,126.6,7.54,34.34,5.37,7.62,147.4,0,,8894,4573,3714,17174,123.75
1994,0,0,0,375,2.7,0,,0,,290.1,3,3,24828,8530,7211,40560,142.76
1994,0,0,0,343.5,9.8,4.55,,3.04,4.32,249.9,0,3,20322,7683,5301,,136.79
1994,0,0,0,617,87.8,9.78,94.97,0,5.43,330,3,3,16346,8752,4958,30051,94.33
1995,11,36,3403,903,131,98,121.5,8.5,12,511,698,138.47,39480,6929,2338,48744,96.57
1995,24,52,2551,1451,535,192,128.5,10.5,17,536,716,137.21,32472,3375,1444,37287,73.08
